@RELATION twitter
@ATTRIBUTE avg_length_chars		real
@ATTRIBUTE avg_length_words		real
@ATTRIBUTE avg_sentiment_pos_words		real
@ATTRIBUTE avg_sentiment_neg_words		real
@ATTRIBUTE avg_sentiment_score		real
@ATTRIBUTE fract_contains_question		real
@ATTRIBUTE fract_contains_exclamation		real
@ATTRIBUTE fract_contains_multiple_quest_exlam		real
@ATTRIBUTE fract_contains_emoticon		real
@ATTRIBUTE avg_number_of_urls		numeric
@ATTRIBUTE fract_contains_pronoun_first_p		real
@ATTRIBUTE fract_contains_pronoun_second_p		real
@ATTRIBUTE fract_contains_pronoun_third_p		real
@ATTRIBUTE fract_contains_urls		real
@ATTRIBUTE fract_urls_top_100		real
@ATTRIBUTE fract_contains_user_mention		real
@ATTRIBUTE fract_contains_hashtag		real
@ATTRIBUTE fract_contains_company		real
@ATTRIBUTE fract_retweeted		real
@ATTRIBUTE num_tweets_day_mon		integer
@ATTRIBUTE num_tweets_day_tues		integer
@ATTRIBUTE num_tweets_day_wed		integer
@ATTRIBUTE num_tweets_day_thur		integer
@ATTRIBUTE num_tweets_day_fri		integer
@ATTRIBUTE num_tweets_day_sat		integer
@ATTRIBUTE num_tweets_day_sun		integer
@ATTRIBUTE most_commonly_tweeted_hour		integer
@ATTRIBUTE fract_source_unpopular		real
@ATTRIBUTE fract_source_unpop_w_url		real
@ATTRIBUTE fract_self_promoting		real
@ATTRIBUTE user_age		numeric
@ATTRIBUTE user_status_count		numeric
@ATTRIBUTE user_num_followers		numeric
@ATTRIBUTE user_num_friends		numeric
@ATTRIBUTE user_verified		{0,1}
@ATTRIBUTE user_has_description		{0,1}
@ATTRIBUTE user_has_url		{0,1}
@ATTRIBUTE user_has_default_profile_image		{0,1}
@ATTRIBUTE user_reputation_ratio		real
@ATTRIBUTE user_followers_to_lifetime		real
@ATTRIBUTE class 		{REAL,SOCIAL}
@DATA
71,11,0.1270745614035088,0.06528947368421055,0.10944780701754385,0.04824561403508772,0.08771929824561403,0.04824561403508772,0.3157894736842105,0,0.2982456140350877,0.2631578947368421,0.18859649122807018,0.05701754385964912,0.039473684210526314,0.8991228070175439,0.05701754385964912,0.0,0.0,34,37,31,35,20,36,35,4,0.0,0.0,0.06578947368421052,1426,253,144,185,0,1,0,0,0.4376899696048632,0.10098176718092566,REAL
80,14,0.10970135896586031,0.06256811402055017,0.08698534968511795,0.1902552204176334,0.1143520053032814,0.06629101756711965,0.13755386145177328,0,0.47862114683460394,0.15280079549221082,0.23699038780245277,0.028505137553861453,0.028173682466025852,0.4481272787537289,0.12462711302618495,0.002651640702684786,0.0,485,472,387,453,439,330,451,9,0.006629101756711966,0.00033145508783559825,0.0029830957905203847,3244,19036,423,427,0,1,1,0,0.4976470588235294,0.13039457459926018,REAL
53,8,0.14632487877657596,0.07812085042894444,0.09662208131294303,0.07758299142111152,0.03991048116374487,0.02536367027228646,0.13875419619544946,0,0.3368146214099217,0.2245430809399478,0.16299888101454682,0.013054830287206266,0.00969787392763894,0.8646027601641179,0.033942558746736295,0.0003729951510630362,0.0,496,416,376,382,362,333,316,8,0.0003729951510630362,0.0,0.03245057814248415,1485,12689,523,495,0,1,0,0,0.5137524557956779,0.35218855218855216,REAL
87,13,0.10728386679599086,0.053738441642418276,0.09094768832848378,0.1037827352085354,0.012932428063368898,0.009052699644358229,0.2806336889751051,0,0.2948593598448109,0.15518913676042678,0.2670546395085677,0.19560297445845456,0.19333979954736502,0.800840607824119,0.16715163271904301,0.01745877788554801,0.0,588,555,423,488,437,247,355,20,0.10992563853863563,0.10992563853863563,0.006466214031684449,3273,58627,6584,907,0,1,1,0,0.8789213723134428,2.0116101435991447,REAL
107,16,0.0961354568854571,0.07060553410553408,0.05062104247104249,0.2171814671814672,0.17245817245817247,0.06885456885456885,0.4083011583011583,0,0.28667953667953666,0.1258043758043758,0.21042471042471042,0.13963963963963963,0.1364221364221364,0.8606821106821106,0.16859716859716858,0.006435006435006435,0.0,452,416,456,348,315,486,635,13,0.013835263835263836,0.0006435006435006435,0.032175032175032175,2536,17013,808,985,0,1,0,0,0.4506413831567206,0.3186119873817035,REAL
71,12,0.12762851048702462,0.10104408105225743,0.04456214006398855,0.084962673302524,0.1510842516885887,0.06825453252755066,0.21080696765019552,0,0.2883043014575187,0.033771773906861,0.21827230714539636,0.16637042303590474,0.15428368290081762,0.526128688233203,0.07216494845360824,0.0017774617845716318,0.0,486,517,423,376,407,259,345,4,0.09384998222538216,0.09278350515463918,0.031283327408460716,3159,16004,590,894,0,1,1,0,0.3975741239892183,0.18676796454574232,REAL
81,12,0.1346971187631764,0.06906465214335909,0.10201057624736468,0.12122276879831342,0.15706254392129304,0.03935347856640899,0.3942375263527758,0,0.26036542515811667,0.12684469430780043,0.2129304286718201,0.20765987350667603,0.19992972593113142,0.8176387912860155,0.10084328882642304,0.009486999297259312,0.0,361,444,441,428,496,326,350,10,0.9082923401264933,0.15390021082220662,0.004919184820801124,3890,38140,1098,525,0,1,1,0,0.6765249537892791,0.28226221079691516,REAL
100,14,0.13721902017291068,0.03484726224783862,0.19423141210374636,0.08069164265129683,0.1440922190201729,0.0893371757925072,0.6945244956772334,0,0.12680115273775217,0.13256484149855907,0.09510086455331412,0.5619596541786743,0.5302593659942363,0.6253602305475504,0.4265129682997118,0.020172910662824207,0.0,47,70,56,62,53,19,40,13,0.002881844380403458,0.0,0.011527377521613832,2009,543,50,57,0,1,1,0,0.4672897196261682,0.024888003982080638,REAL
63,10,0.15785975609756125,0.06105182926829271,0.1598486788617887,0.052845528455284556,0.1002710027100271,0.046747967479674794,0.12466124661246612,0,0.30589430894308944,0.19207317073170732,0.19749322493224933,0.017953929539295393,0.013211382113821139,0.6551490514905149,0.05724932249322493,0.0006775067750677507,0.0,490,407,517,405,483,316,334,3,0.0006775067750677507,0.0006775067750677507,0.04098915989159892,2085,4772,452,389,0,1,0,0,0.5374554102259215,0.21678657074340527,REAL
45,7,0.07666158913132977,0.10481556195965416,-0.050100205846027104,0.04857966241251544,0.011527377521613832,0.004528612597776863,0.1350349938246192,0,0.26759983532317827,0.11692054343351173,0.14450391107451627,0.02799505969534788,0.018937834499794155,0.7249897076986415,0.03293536434746809,0.0,0.0,310,221,256,217,579,513,333,4,0.002881844380403458,0.002881844380403458,0.11280362289007823,2733,63388,2166,1996,0,1,1,0,0.5204228736184526,0.7925356750823271,REAL
61,9,0.11133199268738576,0.07639634369287014,0.06498413162705678,0.03619744058500914,0.08738574040219378,0.024497257769652652,0.26471663619744057,0,0.14552102376599635,0.06910420475319927,0.1436928702010969,0.1425959780621572,0.11188299817184644,0.6303473491773309,0.11078610603290677,0.0021937842778793418,0.0,499,429,378,426,310,268,425,1,0.007312614259597806,0.006581352833638025,0.02157221206581353,1477,7411,628,604,0,1,0,0,0.5097402597402597,0.42518618821936355,REAL
66,10,0.10979182282793874,0.060987734241908065,0.08864432708688262,0.0879045996592845,0.07836456558773425,0.04224872231686542,0.20442930153321975,0,0.27393526405451446,0.13696763202725723,0.15638841567291312,0.06337308347529813,0.053492333901192506,0.6592844974446337,0.10766609880749574,0.0,0.0,528,386,440,433,376,341,431,2,0.0010221465076660989,0.0010221465076660989,0.06575809199318569,2026,5136,442,289,0,1,0,0,0.6046511627906976,0.21816386969397827,REAL
98,12,0.11458027681660927,0.02049100346020762,0.18528529411764785,0.08200692041522491,0.07889273356401384,0.010726643598615917,0.9615916955017301,0,0.04359861591695502,0.09411764705882353,0.04740484429065744,0.9211072664359862,0.9093425605536333,0.7737024221453287,0.3179930795847751,0.05536332179930796,0.0,608,280,557,573,554,300,18,6,0.06505190311418685,0.05986159169550173,0.020761245674740483,2117,28098,2317,1130,0,1,1,0,0.6721787061212648,1.0944733112895606,REAL
100,15,0.16248096000000012,0.047568959999999924,0.23456512000000038,0.1088,0.3728,0.12896,0.45344,0,0.47712,0.17824,0.28992,0.37056,0.36128,0.62784,0.42784,0.00704,0.0,486,565,485,422,425,380,362,4,0.22656,0.17152,0.01248,3290,73940,1432,592,0,1,1,0,0.7075098814229249,0.435258358662614,REAL
48,7,0.11748356596127862,0.0712597928860873,0.062004322377307505,0.08329581269698334,0.021611886537595677,0.01575866726699685,0.1674921206663665,0,0.1809995497523638,0.10580819450697884,0.15758667266996848,0.062134173795587576,0.05763169743358847,0.6258442143178748,0.049527239981990094,0.0031517334533993696,0.0,240,312,287,290,286,502,304,0,0.00990544799639802,0.00990544799639802,0.01125619090499775,1559,6705,341,185,0,1,0,0,0.6482889733840305,0.2187299550994227,REAL
48,7,0.10817071651090342,0.10379190031152649,0.01179993769470405,0.06978193146417445,0.05046728971962617,0.011214953271028037,0.11775700934579439,0,0.2722741433021807,0.17320872274143304,0.1426791277258567,0.047975077881619935,0.030529595015576325,0.6143302180685358,0.052336448598130844,0.0,0.0,281,289,225,236,235,127,212,3,0.0006230529595015577,0.0006230529595015577,0.009968847352024923,1458,1893,246,172,0,0,0,0,0.5885167464114832,0.16872427983539096,REAL
48,7,0.15342783300198815,0.09672803180914517,0.07521872763419503,0.029423459244532803,0.03180914512922465,0.011133200795228629,0.2,0,0.21391650099403578,0.09224652087475149,0.10656063618290258,0.04214711729622266,0.03618290258449304,0.6393638170974155,0.055268389662027836,0.0007952286282306163,0.0,460,388,295,333,522,240,277,6,0.005168986083499006,0.005168986083499006,0.12842942345924455,1980,54336,717,638,0,1,0,0,0.5291512915129152,0.3621212121212121,REAL
77,12,0.12833618090452253,0.057949748743718624,0.1466388442211055,0.09195979899497488,0.2407035175879397,0.12613065326633166,0.24723618090452262,0,0.37286432160804023,0.14271356783919598,0.19447236180904523,0.0592964824120603,0.04773869346733668,0.48592964824120605,0.22060301507537688,0.0020100502512562816,0.0,250,279,363,313,307,234,244,4,0.001507537688442211,0.0010050251256281408,0.005025125628140704,1441,2205,91,187,0,1,0,0,0.3273381294964029,0.06315058986814712,REAL
114,18,0.13689660640659707,0.04272312083729778,0.21238680621630213,0.17729146844275293,0.2029812876625436,0.07104345068189026,0.4554392641928322,0,0.28671106882334285,0.1455756422454805,0.22296225816682524,0.27402473834443386,0.26482714874722485,0.578813828100222,0.2886140183951792,0.008880431335236283,0.0,492,552,534,583,500,260,232,20,0.051696796701554075,0.02759276879162702,0.003171582619727244,3458,3451,4956,2652,0,1,1,0,0.6514195583596214,1.4331983805668016,REAL
73,12,0.1387303978370028,0.0937879490150637,0.08146056392429506,0.06025492468134415,0.055619930475086905,0.0332174584781769,0.15797605252993432,0,0.39011201235998455,0.26921591348010815,0.1869447663190421,0.023561220548474315,0.021243723445345693,0.8547701815372731,0.06373117033603708,0.000772499034376207,0.0,309,266,493,390,440,328,363,14,0.010814986481266898,0.010814986481266898,0.0019312475859405175,2082,10266,2181,1051,0,1,1,0,0.6748143564356436,1.0475504322766571,REAL
98,14,0.1336196642685853,0.02457793764988007,0.23180340527577958,0.09064748201438849,0.1510791366906475,0.03597122302158273,0.7764988009592326,0,0.294484412470024,0.1707434052757794,0.13764988009592327,0.7069544364508393,0.6992805755395683,0.5563549160671463,0.41918465227817747,0.02302158273381295,0.0,327,363,369,323,246,256,201,20,0.04508393285371703,0.04220623501199041,0.012470023980815348,3879,7621,910,853,0,1,1,0,0.5161656267725468,0.2345965455014179,REAL
72,12,0.16622172258734,0.07166032514700789,0.150102732618471,0.20581113801452786,0.14597025250778278,0.06260809408509166,0.312694569353165,0,0.3472846765824974,0.18056035973711518,0.23763403666551366,0.08267035627810446,0.08059494984434452,0.538913870632999,0.04531304047042546,0.006572120373573158,0.0,394,504,502,439,296,357,399,8,0.016257350397786235,0.015565548253199585,0.004496713939813214,3197,32704,1243,917,0,1,1,0,0.575462962962963,0.38880200187675945,REAL
73,12,0.13553459343794574,0.07517261055634811,0.10220927246790304,0.08880171184022824,0.18152639087018546,0.11126961483594865,0.23609129814550642,0,0.380527817403709,0.14764621968616262,0.17796005706134094,0.056704707560627676,0.04885877318116976,0.6940085592011412,0.2036376604850214,0.003209700427960057,0.0,454,466,453,453,397,268,313,3,0.001783166904422254,0.0007132667617689016,0.0046362339514978606,2061,3643,431,565,0,0,0,0,0.4327309236947791,0.20912178554099953,REAL
94,14,0.17115265200517493,0.03930401034928848,0.2532660413971539,0.1054333764553687,0.276843467011643,0.12354463130659767,0.4184993531694696,0,0.1998706338939198,0.23027166882276842,0.17464424320827943,0.15135834411384216,0.14553686934023286,0.6416558861578266,0.3408796895213454,0.007761966364812419,0.0,186,204,169,164,377,248,198,2,0.10284605433376455,0.00258732212160414,0.0517464424320828,3522,1588,1297,1998,0,1,1,0,0.3936267071320182,0.3682566723452584,REAL
60,9,0.12332888264230527,0.10682888264230515,0.02298615600843285,0.0657062543921293,0.03759662684469431,0.018622628250175684,0.12789880534082923,0,0.33274771609276177,0.1848208011243851,0.18306394940267043,0.03443429374560787,0.025298664792691498,0.6103302881236824,0.016865776528460996,0.0007027406886858749,0.0,500,366,432,384,334,370,460,3,0.0035137034434293743,0.0007027406886858749,0.05938158819395643,2043,26826,584,424,0,1,0,0,0.5793650793650794,0.2858541360744004,REAL
70,12,0.15347503160556242,0.07239981036662464,0.13857778128950696,0.09260429835651074,0.2234513274336283,0.21965865992414665,0.01327433628318584,0,0.45353982300884954,0.11978508217446271,0.2774968394437421,0.0050568900126422255,0.0050568900126422255,0.14601769911504425,0.015486725663716814,0.008849557522123894,0.0,572,544,494,394,345,285,530,2,0.0006321112515802782,0.0003160556257901391,0.0015802781289506952,2604,8899,38,155,0,1,1,0,0.19689119170984457,0.014592933947772658,REAL
80,13,0.1704867975626269,0.061657413676370995,0.20121018957345946,0.11848341232227488,0.3036560595802302,0.12593094109681788,0.29519295870006773,0,0.34834123222748814,0.15470548408937035,0.2725118483412322,0.13202437373053486,0.11712931618144888,0.6679079214624238,0.05585646580907244,0.00914014895057549,0.0,391,551,400,491,457,370,294,18,0.036899119837508466,0.016926201760324982,0.002031144211238998,3164,42346,1248,584,0,1,1,0,0.6812227074235808,0.3944374209860936,REAL
44,8,0.11404210526315789,0.15027368421052636,-0.038622105263157895,0.2,0.11578947368421053,0.2,0.07368421052631578,0,0.3157894736842105,0.21052631578947367,0.1368421052631579,0.0,0.0,0.5473684210526316,0.010526315789473684,0.0,0.0,10,21,10,9,16,18,11,4,0.0,0.0,0.0,1485,144,13,13,0,1,0,0,0.5,0.008754208754208754,REAL
102,15,0.09332290322580629,0.09188935483870969,-0.005825774193548367,0.1267741935483871,0.04645161290322581,0.02838709677419355,0.4712903225806452,0,0.2796774193548387,0.11225806451612903,0.2661290322580645,0.32451612903225807,0.3103225806451613,0.7187096774193549,0.0967741935483871,0.01129032258064516,0.0,456,469,463,460,381,419,452,16,0.05064516129032258,0.04967741935483871,0.00903225806451613,3897,20225,398,301,0,1,1,0,0.5693848354792561,0.10212984346933539,REAL
65,10,0.10273835246455087,0.07635313977042547,0.029502261985145172,0.18095881161377447,0.11681296421336934,0.04388926401080351,0.10263335584064821,0,0.30047265361242403,0.15428764348413235,0.29034436191762325,0.04220121539500338,0.03848750844024308,0.8359216745442268,0.03038487508440243,0.005739365293720459,0.0,634,328,309,453,483,258,497,20,0.002363268062120189,0.002363268062120189,0.005064145847400405,3210,169631,2338,973,0,1,0,0,0.7061310782241015,0.7283489096573209,REAL
79,13,0.13943721508495635,0.053778284293410646,0.14229726481558225,0.16866970576046414,0.06216328222130128,0.10360547036883548,0.1591380024865313,0,0.2813924575217571,0.1840033153750518,0.2403646912556983,0.010360547036883548,0.00870285951098218,0.7045171985080813,0.19021964359718194,0.0004144218814753419,0.0,188,212,342,586,330,252,503,22,0.0,0.0,0.020306672192291753,2022,33118,1416,401,0,1,0,0,0.779306549257017,0.7002967359050445,REAL
51,8,0.09888921161825737,0.1192244813278008,-0.018007759336099563,0.04937759336099585,0.024066390041493777,0.026556016597510373,0.2871369294605809,0,0.29045643153526973,0.07883817427385892,0.12074688796680498,0.07095435684647303,0.05933609958506224,0.5261410788381743,0.014937759336099586,0.0012448132780082987,0.0,406,375,310,397,346,269,307,4,0.04149377593360996,0.04149377593360996,0.010788381742738589,1468,8295,1738,1837,0,0,0,0,0.48615384615384616,1.1839237057220708,REAL
102,17,0.10614602184087342,0.07158065522620903,0.07794031201248068,0.12262090483619345,0.057722308892355696,0.06677067082683308,0.29672386895475816,0,0.2642745709828393,0.07519500780031202,0.2748829953198128,0.07956318252730109,0.07831513260530422,0.19906396255850234,0.5322932917316693,0.007176287051482059,0.0,431,409,400,405,429,390,741,4,0.0,0.0,0.35600624024961,3184,24831,1232,1040,0,1,1,0,0.5422535211267606,0.3869346733668342,REAL
96,17,0.3138897435897433,0.041338461538461546,0.5604030769230774,0.05641025641025641,0.8692307692307693,0.7230769230769231,0.24615384615384617,0,0.4948717948717949,0.21025641025641026,0.4205128205128205,0.0641025641025641,0.0641025641025641,0.47435897435897434,0.1,0.005128205128205128,0.0,113,10,83,78,17,50,39,7,0.0,0.0,0.0,1387,397,187,288,0,1,1,1,0.3936842105263158,0.13482335976928622,REAL
95,13,0.2646571607646505,0.03905296145408967,0.3864434973362644,0.12378564713256032,0.12127859605139454,0.027577561892823566,0.9157004073958007,0,0.07897210905672203,0.13820119084926355,0.07082419304293325,0.8784080225634597,0.8774678784080225,0.20996552804763396,0.13945471638984644,0.0021936696960200563,0.0,491,512,450,499,471,410,358,16,0.7533688498903165,0.7458476966468192,0.01723597618301473,3314,28583,13095,7672,0,1,1,0,0.6305677276448212,3.951418225709113,REAL
93,14,0.14114426877470354,0.02842490118577074,0.22767233201581044,0.06719367588932806,0.4743083003952569,0.18774703557312253,0.6778656126482213,0,0.12450592885375494,0.11857707509881422,0.1225296442687747,0.5098814229249012,0.5098814229249012,0.10474308300395258,0.09288537549407115,0.10869565217391304,0.0,68,88,63,63,86,50,88,19,0.15810276679841898,0.017786561264822136,0.007905138339920948,3158,523,120,137,0,1,1,0,0.4669260700389105,0.03799873337555415,REAL
85,14,0.15390380622837405,0.08568235294117643,0.12298743944636693,0.15778546712802768,0.15363321799307958,0.07058823529411765,0.2041522491349481,0,0.4477508650519031,0.15397923875432526,0.28096885813148786,0.07647058823529412,0.07301038062283736,0.7439446366782007,0.11799307958477509,0.005190311418685121,0.0,334,582,488,510,271,310,395,8,0.0,0.0,0.010726643598615917,3217,143045,879,640,0,1,0,0,0.5786701777485188,0.2732359341000933,REAL
68,10,0.09131545293072835,0.08422202486678529,0.013914351687388995,0.05186500888099467,0.05044404973357016,0.04014209591474245,0.5158081705150976,0,0.25293072824156304,0.13463587921847248,0.1424511545293073,0.31367673179396094,0.22202486678507993,0.6817051509769094,0.06003552397868561,0.0010657193605683837,0.0,517,395,535,422,355,243,348,4,0.08241563055062166,0.08099467140319716,0.003907637655417406,2013,15364,337,355,0,1,1,0,0.4869942196531792,0.16741182314952807,REAL
95,14,0.1454207357859534,0.05093177257525082,0.1796114381270904,0.1040133779264214,0.12876254180602006,0.05719063545150502,0.2765886287625418,0,0.18595317725752508,0.11404682274247492,0.18528428093645485,0.08729096989966555,0.08394648829431438,0.7505016722408027,0.6461538461538462,0.016387959866220735,0.0,405,323,384,260,549,306,763,16,0.05150501672240803,0.0033444816053511705,0.004013377926421404,1490,3849,217,2001,0,1,0,0,0.09783588818755636,0.14563758389261744,REAL
60,10,0.07222627005347566,0.03044217914438503,0.11956139705882418,0.10728609625668449,0.5374331550802139,0.09491978609625669,0.0,0,0.43816844919786097,0.2610294117647059,0.10929144385026739,0.0,0.0,0.1567513368983957,0.0,0.0,0.0,438,402,426,426,427,435,438,14,1.0,0.0,0.0,2516,48108,658,941,0,1,0,0,0.41150719199499686,0.2615262321144674,REAL
43,7,0.11873419611747128,0.14710552513688402,-0.019371577899452524,0.05375808860129418,0.039323046291687404,0.006968641114982578,0.13389746142359382,0,0.34992533598805375,0.23743155798904927,0.11896465903434544,0.01443504230960677,0.013439522150323544,0.39372822299651566,0.037829766052762566,0.0009955201592832255,0.0,342,418,299,291,237,143,279,6,0.004479840716774514,0.003982080637132902,0.022896963663514187,2700,18462,1060,557,0,1,1,0,0.655534941249227,0.3925925925925926,REAL
66,10,0.1555689851767393,0.05680425693652597,0.17194739642721413,0.15355378183200305,0.28924363359939187,0.1782592170277461,0.2595971113645002,0,0.2763207905739263,0.15051311288483465,0.17749904979095402,0.04903078677309008,0.04637020144431775,0.6393006461421513,0.2516153553781832,0.0011402508551881414,0.0,401,695,697,335,356,101,46,1,0.0,0.0,0.04446978335233751,2498,12561,787,1007,0,1,1,0,0.43868450390189523,0.31505204163330663,REAL
49,9,0.1181330456670263,0.14023049262855095,-0.03769133405249913,0.06364617044228695,0.06652283351312477,0.013304566702624955,0.10679611650485436,0,0.36425746134484,0.1690039554117224,0.1513843941028407,0.0568140956490471,0.04602660913340525,0.3149946062567422,0.042071197411003236,0.000719165767709457,0.0,405,404,404,378,401,358,431,20,0.001438331535418914,0.001438331535418914,0.042430780294857966,2631,43857,1495,1019,0,1,1,0,0.5946698488464598,0.5682250095020904,REAL
