0.275413	334.407595	879.795148			30	64	65	37	9	57	22	55	40	42	0	72	8	38	71	10	58	53	14	56	19	36	47	29	44	28	4	46	20	68	70	59	69	35	73	31	15	62	41	63	21	27	60	61	1	74	45	52	13	12	26	51	33	3	67	5	75	66	39	43	2	48	23	17	49	25	7	18	34	6	11	16	50	32	24	54
0.291423	381.006903	926.394456			62	22	55	0	48	23	49	17	54	24	30	38	8	29	47	46	68	35	70	59	69	19	53	12	44	73	60	20	27	11	39	71	57	9	52	28	4	56	14	36	21	63	1	18	58	13	34	6	25	16	50	61	42	40	41	67	75	37	64	65	10	45	33	51	3	26	7	66	74	5	72	32	31	43	2	15
0.264848	307.131069	852.518622			16	2	43	40	42	0	72	32	62	22	55	48	23	1	46	36	4	47	44	29	41	63	21	61	73	27	60	68	20	3	64	37	71	25	66	75	74	67	5	11	38	30	9	57	52	34	18	12	26	33	45	7	53	56	14	35	70	59	69	19	28	51	10	65	58	13	6	50	15	31	8	24	54	17	49	39
0.299785	408.308937	953.696490			58	10	65	64	49	23	55	15	2	31	38	71	66	68	70	35	46	20	44	33	45	51	26	29	73	47	28	14	19	56	12	57	9	30	16	32	72	61	1	27	0	22	48	17	54	24	8	39	11	25	18	7	34	6	37	52	13	53	60	21	63	41	42	40	62	43	50	5	75	74	67	3	4	36	59	69
0.239449	250.608471	795.996024			60	63	41	0	72	5	3	44	26	56	14	36	35	46	73	27	61	1	67	75	25	6	34	52	10	64	49	17	54	24	30	9	71	38	11	39	8	31	2	43	57	37	65	58	13	18	51	32	62	48	55	15	16	66	33	45	7	53	12	28	4	19	69	59	70	68	21	42	40	22	23	50	74	29	47	20
0.284544	360.136880	905.524432			60	63	41	40	55	22	72	73	20	68	70	35	67	39	11	18	53	58	13	34	6	75	66	3	74	16	2	43	50	62	48	23	15	5	36	19	28	25	71	38	30	9	57	8	24	54	17	31	49	1	47	46	69	59	21	42	0	32	61	27	29	44	26	7	52	10	65	64	37	45	33	51	12	56	14	4
0.282332	353.704974	899.092527			41	68	70	35	4	3	74	11	39	31	8	38	71	16	66	33	45	6	25	75	43	49	54	17	62	72	26	51	12	53	18	13	34	7	67	1	61	27	73	20	44	52	10	58	65	64	57	37	9	30	24	2	15	32	46	14	56	28	29	5	50	23	48	22	55	42	0	21	47	36	19	69	59	60	63	40
0.300970	412.364883	957.752436			66	25	71	9	37	57	11	50	16	39	43	2	23	48	62	29	44	34	52	64	30	54	17	32	61	46	36	19	4	47	3	31	49	24	8	38	5	15	22	55	40	41	63	60	27	73	10	65	58	13	18	56	14	12	53	51	45	26	69	59	70	68	72	1	67	33	6	7	28	20	35	21	42	0	75	74
0.305958	429.974854	975.362407			59	69	53	13	34	45	33	66	3	44	29	47	46	35	68	20	73	74	25	39	8	15	62	41	42	0	67	7	18	6	75	61	21	40	55	22	63	60	36	19	56	12	52	9	30	54	23	48	71	57	37	64	65	10	58	14	4	28	26	51	50	2	43	31	24	38	11	16	5	72	32	17	49	1	27	70
0.246955	266.131909	811.519461			41	42	0	1	29	27	21	63	60	68	35	36	46	20	32	62	22	23	48	15	50	5	75	57	37	64	34	52	10	65	58	13	18	53	12	26	51	6	9	30	39	16	67	70	59	69	19	56	28	3	66	25	7	45	33	11	71	38	8	43	31	49	24	54	17	2	74	44	14	4	47	73	61	72	55	40
0.274603	332.224898	877.612451			69	59	70	68	63	55	40	41	21	47	33	45	6	50	5	72	32	67	74	66	25	75	15	62	2	43	39	16	29	73	1	3	7	34	58	65	30	38	9	57	71	42	0	28	44	51	26	4	14	12	56	53	18	13	10	64	37	52	11	8	31	49	24	54	17	48	23	22	61	27	60	20	35	46	36	19
0.262315	300.951416	846.338968			41	63	62	31	24	54	17	23	55	22	48	49	8	39	16	74	75	25	57	37	64	65	58	53	26	51	18	12	19	69	59	70	68	35	47	29	1	61	27	60	20	36	14	56	44	3	66	71	9	30	38	11	33	28	4	46	73	5	50	2	43	15	40	42	0	72	67	45	7	13	10	52	34	6	32	21
0.291724	381.950135	927.337687			48	55	22	50	75	45	26	53	18	58	65	64	37	30	9	57	25	66	3	47	46	4	14	36	56	74	43	17	54	52	34	51	67	1	41	63	21	27	61	72	15	62	32	60	20	68	35	59	70	69	19	12	6	38	8	71	10	13	7	33	44	28	29	73	0	42	40	24	49	31	39	11	16	5	2	23
0.280787	349.290800	894.678353			70	69	36	4	25	11	38	30	24	54	31	8	43	49	17	23	48	15	5	28	56	12	52	10	65	64	9	71	50	22	55	42	44	53	58	13	18	7	33	16	39	2	62	32	72	74	3	29	27	21	41	63	40	0	1	20	35	68	46	47	73	60	61	67	75	66	45	34	37	57	6	51	26	14	19	59
0.254483	282.651479	828.039031			52	13	58	65	64	12	4	36	69	59	35	46	68	70	19	56	14	3	74	16	11	39	43	31	8	38	25	66	45	51	26	28	47	29	75	71	9	37	10	18	53	7	6	57	30	54	24	49	17	62	42	0	72	1	67	15	50	5	22	55	40	41	63	21	60	27	61	32	2	23	48	73	20	44	33	34
0.252065	277.237036	822.624589			46	35	68	60	63	41	42	22	48	2	31	8	38	30	71	39	32	72	61	15	62	0	27	20	28	3	67	5	43	49	24	54	17	23	55	40	21	59	70	36	44	33	45	7	34	53	18	13	58	65	10	52	37	64	9	57	50	1	73	29	47	4	56	19	69	14	26	12	51	6	66	25	11	16	75	74
0.258607	292.139747	837.527299			67	33	45	7	57	30	24	54	17	49	50	5	1	29	60	68	36	19	69	59	70	35	14	53	26	28	47	46	27	61	73	20	4	56	12	18	52	6	66	74	72	21	63	41	55	40	42	22	23	31	34	13	58	65	10	37	64	9	71	43	2	16	39	8	38	11	25	75	51	44	3	15	48	62	0	32
0.255953	285.997931	831.385483			45	51	26	28	47	27	61	5	74	75	11	16	50	32	0	42	55	22	40	41	63	72	62	15	49	54	24	21	20	46	35	68	70	59	60	73	1	7	6	38	30	17	23	48	2	43	31	9	71	8	39	57	52	10	37	64	65	58	13	18	34	53	12	56	14	19	69	36	4	44	3	25	66	67	29	33
0.278214	342.074768	887.462320			29	21	41	40	42	27	70	59	69	19	36	16	39	25	45	34	6	71	38	8	49	17	23	55	63	60	20	46	68	61	72	1	28	56	14	73	15	2	43	48	22	62	0	32	74	75	66	57	9	30	54	24	31	47	35	4	26	51	33	3	67	5	50	11	37	64	65	10	52	13	58	18	53	7	12	44
0.301285	413.450516	958.838068			2	66	33	56	19	69	59	34	13	58	18	73	1	61	27	60	63	41	49	43	31	24	8	39	74	75	16	25	52	6	10	65	53	12	26	51	45	57	9	30	54	17	23	38	71	37	64	11	50	48	22	72	21	0	42	40	55	5	7	44	28	14	36	4	35	70	68	20	46	47	29	3	67	32	62	15
